,title,context,category
5732,Queen_(band),"The single ""Killer Queen"" from Sheer Heart Attack reached number two on the British charts, and became their first US hit, reaching number 12 on the Billboard Hot 100. It combines camp, vaudeville, and British music hall with May's guitar virtuosity. The album's second single, ""Now I'm Here"", a more traditional hard rock composition, was a number eleven hit in Britain, while the high speed rocker ""Stone Cold Crazy"" featuring May's uptempo riffs is a precursor to speed metal. In recent years, the album has received acclaim from music publications: In 2006, Classic Rock ranked it number 28 in ""The 100 Greatest British Rock Albums Ever"", and in 2007, Mojo ranked it No.88 in ""The 100 Records That Changed the World"". It is also the second of three Queen albums to feature in the book 1001 Albums You Must Hear Before You Die.",Pop culture
5737,Queen_(band),"In 1975, the band left for a world tour with each member in Zandra Rhodes-created costumes and accompanied with banks of lights and effects. They toured the US as headliners, and played in Canada for the first time. In September, after an acromonious split with Trident, the band negotiated themselves out of their Trident Studios contract and searched for new management. One of the options they considered was an offer from Led Zeppelin's manager, Peter Grant. Grant wanted them to sign with Led Zeppelin's own production company, Swan Song Records. The band found the contract unacceptable and instead contacted Elton John's manager, John Reid, who accepted the position.",Pop culture
5742,Queen_(band),"In late 1975, Queen recorded and released A Night at the Opera, taking its name from the popular Marx Brothers movie. At the time, it was the most expensive album ever produced. Like its predecessor, the album features diverse musical styles and experimentation with stereo sound. In ""The Prophet's Song"", an eight-minute epic, the middle section is a canon, with simple phrases layered to create a full-choral sound. The Mercury penned ballad, ""Love of My Life"", featured a harp and overdubbed vocal harmonies. The album was very successful in Britain, and went triple platinum in the United States. The British public voted it the 13th greatest album of all time in a 2004 Channel 4 poll. It has also ranked highly in international polls; in a worldwide Guinness poll, it was voted the 19th greatest of all time, while an ABC poll saw the Australian public vote it the 28th greatest of all time. A Night at the Opera has frequently appeared in ""greatest albums"" lists reflecting the opinions of critics. Among other accolades, it was ranked number 16 in Q Magazine's ""The 50 Best British Albums Ever"" in 2004, and number 11 in Rolling Stone's ""The 100 Greatest Albums of All Time"" as featured in their Mexican edition in 2004. It was also placed at No. 230 on Rolling Stone magazine's list of ""The 500 Greatest Albums of All Time"" in 2003. A Night at the Opera is the third and final Queen album to be featured in the book 1001 Albums You Must Hear Before You Die.",Pop culture
5746,Queen_(band),"The album also featured the hit single ""Bohemian Rhapsody"", which was number one in the UK for nine weeks. Mercury's close friend and advisor, Capital London radio DJ Kenny Everett, played a pivotal role in giving the single exposure. It is the third-best-selling single of all time in the UK, surpassed only by Band Aid's ""Do They Know It's Christmas?"" and Elton John's ""Candle in the Wind 1997"", and is the best-selling commercial single in the UK. It also reached number nine in the United States (a 1992 re-release reached number two on the Billboard Hot 100 for five weeks). It is the only single ever to sell a million copies on two separate occasions, and became the Christmas number one twice in the UK, the only single ever to do so. ""Bohemian Rhapsody"" has been voted numerous times the greatest song of all time. The band decided to make a video to help go with the single and hired Trilion, a subsidiary of the former management company Trident Studios, using new technology to create the video; the result is generally considered to have been the first ""true"" music video ever produced, and popularised the medium. The album's first track ""Death on Two Legs"" is said to be written by Mercury about Norman Sheffield and the former management at Trident who helped make the video so popular. Although other bands, including the Beatles, had made short promotional films or videos of songs prior to this, generally, those were specifically made to be aired on specific television shows. On the impact of ""Bohemian Rhapsody"", Rolling Stone states: ""Its influence cannot be overstated, practically inventing the music video seven years before MTV went on the air."" The second single from the album, ""You're My Best Friend"", the second song composed by John Deacon, and his first single, peaked at number sixteen in the United States and went on to become a worldwide Top Ten hit. The band's A Night at the Opera Tour began in November 1975, and covered Europe, the United States, Japan, and Australia.",Pop culture
5751,Queen_(band),"By 1976, Queen were back in the studio recording A Day at the Races, which is often regarded as a sequel album to A Night at the Opera. It again borrowed the name of a Marx Brothers movie, and its cover was similar to that of A Night at the Opera, a variation on the same Queen Crest. The most recognisable of the Marx Brothers, Groucho Marx, invited Queen to visit him in his Los Angeles home in March 1977; there the band thanked him in person, and performed ""'39"" a cappella. Musically, A Day at the Races was by both fans' and critics' standards a strong effort, reaching number one in the UK and Japan, and number five in the US. The major hit on the album was ""Somebody to Love"", a gospel-inspired song in which Mercury, May, and Taylor multi-tracked their voices to create a 100-voice gospel choir. The song went to number two in the UK, and number thirteen in the US. The album also featured one of the band's heaviest songs, May's ""Tie Your Mother Down"", which became a staple of their live shows.",Pop culture
5756,Queen_(band),"During 1976, Queen played one of their most famous gigs, a free concert in Hyde Park, London. A concert organised by the entrepreneur Richard Branson, it set an attendance record with 150,000 people confirmed in the audience. On 1 December 1976, Queen were the intended guests on London's early evening Today programme, but they pulled out at the last-minute, which saw their late replacement on the show, EMI labelmate the Sex Pistols, give their seminal interview. During the A Day at the Races Tour in 1977, Queen performed sold-out shows at Madison Square Garden, New York, in February, and Earls Court, London, in June.",Pop culture
5761,Queen_(band),"The band's sixth studio album News of the World was released in 1977, which has gone four times platinum in the United States, and twice in the UK. The album contained many songs tailor-made for live performance, including two of rock's most recognisable anthems, ""We Will Rock You"" and the rock ballad ""We Are the Champions"", both of which became enduring international sports anthems, and the latter reached number four in the US. Queen commenced the News of the World Tour in October 1977, and Robert Hilburn of the Los Angeles Times called this concert tour the band's ""most spectacularly staged and finely honed show"".",Pop culture
5765,Queen_(band),"In 1978, the band released Jazz, which reached number two in the UK and number six on the Billboard 200 in the US. The album included the hit singles ""Fat Bottomed Girls"" and ""Bicycle Race"" on a double-sided record. Queen rented Wimbledon Stadium for a day to shoot the video, with 65 naked female models hired to stage a nude bicycle race. Reviews of the album in recent years have been more favourable. Another notable track from Jazz, ""Don't Stop Me Now"", provides another example of the band's exuberant vocal harmonies.",Pop culture
5770,Queen_(band),"In 1978, Queen toured the US and Canada, and spent much of 1979 touring in Europe and Japan. They released their first live album, Live Killers, in 1979; it went platinum twice in the US. Queen also released the very successful single ""Crazy Little Thing Called Love"", a rockabilly inspired song done in the style of Elvis Presley. The song made the top 10 in many countries, topped the Australian ARIA Charts for seven consecutive weeks, and was the band's first number one single in the United States where it topped the Billboard Hot 100 for four weeks. Having written the song on guitar and played rhythm on the record, Mercury played rhythm guitar while performing the song live, which was the first time he ever played guitar in concert. In December 1979, Queen played the opening night at the Concert for the People of Kampuchea in London, having accepted a request by the event's organiser Paul McCartney.",Pop culture
5775,Queen_(band),"Queen began their 1980s career with The Game. It featured the singles ""Crazy Little Thing Called Love"" and ""Another One Bites the Dust"", both of which reached number one in the US. After attending a Queen concert in Los Angeles, Michael Jackson suggested to Mercury backstage that ""Another One Bites the Dust"" be released as a single, and in October 1980 it spent three weeks at number one. The album topped the Billboard 200 for five weeks, and sold over four million copies in the US. It was also the first appearance of a synthesiser on a Queen album. Heretofore, their albums featured a distinctive ""No Synthesisers!"" sleeve note. The note is widely assumed to reflect an anti-synth, pro-""hard""-rock stance by the band, but was later revealed by producer Roy Thomas Baker to be an attempt to clarify that those albums' multi-layered solos were created with guitars, not synths, as record company executives kept assuming at the time. In September 1980, Queen performed three sold-out shows at Madison Square Garden. In 1980, Queen also released the soundtrack they had recorded for Flash Gordon. At the 1981 American Music Awards in January, ""Another One Bites the Dust"" won the award for Favorite Pop/Rock Single, and Queen were nominated for Favorite Pop/Rock Band, Duo, or Group.",Pop culture
5780,Queen_(band),"In February 1981, Queen travelled to South America as part of The Game Tour, and became the first major rock band to play in Latin American stadiums. The tour included five shows in Argentina, one of which drew the largest single concert crowd in Argentine history with an audience of 300,000 in Buenos Aires and two concerts at the Morumbi Stadium in São Paulo, Brazil, where they played to an audience of more than 131,000 people in the first night (then the largest paying audience for a single band anywhere in the world) and more than 120,000 people the following night. In October of the same year, Queen performed for more than 150,000 fans on 9 October at Monterrey (Estadio Universitario) and 17 and 18 at Puebla (Estadio Zaragoza), Mexico. On 24 and 25 November, Queen played two sell out nights at the Montreal Forum, Quebec, Canada. One of Mercury's most notable performances of The Game's final track, ""Save Me"", took place in Montreal, and the concert is recorded in the live album, Queen Rock Montreal.",Pop culture
5785,Queen_(band),"In 1982, the band released the album Hot Space, a departure from their trademark seventies sound, this time being a mixture of rock, pop rock, dance, funk, and R&B. Most of the album was recorded in Munich during the most turbulent period in the band's history, and Taylor and May lamented the new sound, with both being very critical of the influence Mercury's personal manager Paul Prenter had on the singer. May was also scathing of Prenter, who was Mercury's manager from the early 1980s to 1984, for being dismissive of the importance of radio stations, such as the US networks, and their vital connection between the artist and the community, and for denying them access to Mercury. The band stopped touring North America after their Hot Space Tour, as their success there had waned, although they would perform on American television for the only time during the eighth season premiere of Saturday Night Live. Queen left Elektra Records, their label in the United States, Canada, Japan, Australia, and New Zealand, and signed onto EMI/Capitol Records.",Pop culture
5790,Queen_(band),"That year, Queen began The Works Tour, the first tour to feature keyboardist Spike Edney as an extra live musician. The tour featured nine sold-out dates in October in Bophuthatswana, South Africa, at the arena in Sun City. Upon returning to England, they were the subject of outrage, having played in South Africa during the height of apartheid and in violation of worldwide divestment efforts and a United Nations cultural boycott. The band responded to the critics by stating that they were playing music for fans in South Africa, and they also stressed that the concerts were played before integrated audiences. Queen donated to a school for the deaf and blind as a philanthropic gesture but were fined by the British Musicians' Union and placed on the United Nations' blacklisted artists.",Pop culture
5794,Queen_(band),"At Live Aid, held at Wembley on 13 July 1985, in front of the biggest-ever TV audience of 1.9 billion, Queen performed some of their greatest hits, during which the sold-out stadium audience of 72,000 people clapped, sang, and swayed in unison. The show's organisers, Bob Geldof and Midge Ure, other musicians such as Elton John, Cliff Richard and Dave Grohl, and music journalists writing for the BBC, CNN, Rolling Stone, MTV, The Telegraph among others, stated that Queen stole the show. An industry poll in 2005 ranked it the greatest rock performance of all time. Mercury's powerful, sustained note during the a cappella section came to be known as ""The Note Heard Round the World"".",Pop culture
5799,Queen_(band),"When interviewed for Mojo magazine the band said the most amazing sight at Live Aid was to see the audience clapping to ""Radio Ga Ga"". Brian May stated: ""I'd never seen anything like that in my life and it wasn't calculated either. We understood our audience and played to them but that was one of those weird accidents because of the (music) video. I remember thinking 'oh great, they've picked it up' and then I thought 'this is not a Queen audience'. This is a general audience who've bought tickets before they even knew we were on the bill. And they all did it. How did they know? Nobody told them to do it.""",Pop culture
5802,Queen_(band),"The band, now revitalised by the response to Live Aid – a ""shot in the arm"" Roger Taylor called it, — and the ensuing increase in record sales, ended 1985 by releasing the single ""One Vision"", which was the third time after ""Stone Cold Crazy"" and ""Under Pressure (with David Bowie)"" that all four bandmembers received a writing credit for the one song. Also, a limited-edition boxed set containing all Queen albums to date was released under the title of The Complete Works. The package included previously unreleased material, most notably Queen's non-album single of Christmas 1984, titled ""Thank God It's Christmas"".",Pop culture
5806,Queen_(band),"In summer of 1986, Queen went on their final tour with Freddie Mercury. A sold-out tour in support of A Kind of Magic, once again they hired Spike Edney, leading to him being dubbed the unofficial fifth member. The Magic Tour's highlight was at Wembley Stadium in London and resulted in the live double album, Queen at Wembley, released on CD and as a live concert DVD, which has gone five times platinum in the US and four times platinum in the UK. Queen could not book Wembley for a third night, but they did play at Knebworth Park. The show sold out within two hours and over 120,000 fans packed the park for what was Queen's final live performance with Mercury. Queen began the tour at the Råsunda Stadium in Stockholm, Sweden, and during the tour the band performed a concert at Slane Castle, Ireland, in front of an audience of 95,000, which broke the venue's attendance record. The band also played behind the Iron Curtain when they performed to a crowd of 80,000 at the Népstadion in Budapest, in what was one of the biggest rock concerts ever held in Eastern Europe. More than one million people saw Queen on the tour—400,000 in the United Kingdom alone, a record at the time.",Pop culture
5811,Queen_(band),"After working on various solo projects during 1988 (including Mercury's collaboration with Montserrat Caballé, Barcelona), the band released The Miracle in 1989. The album continued the direction of A Kind of Magic, using a pop-rock sound mixed with a few heavy numbers. It spawned the European hits ""I Want It All"", ""Breakthru"", ""The Invisible Man"", ""Scandal"", and ""The Miracle"". The Miracle also began a change in direction of Queen's songwriting philosophy. Since the band's beginning, nearly all songs had been written by and credited to a single member, with other members adding minimally. With The Miracle, the band's songwriting became more collaborative, and they vowed to credit the final product only to Queen as a group.",Pop culture
5814,Queen_(band),"After fans noticed Mercury's increasingly gaunt appearance in 1988, rumours began to spread that Mercury was suffering from AIDS. Mercury flatly denied this, insisting he was merely ""exhausted"" and too busy to provide interviews. The band decided to continue making albums, starting with The Miracle in 1989 and continuing with Innuendo in 1991. Despite his deteriorating health, the lead singer continued to contribute. For the last two albums made while Mercury was still alive, the band credited all songs to Queen, rather than specific members of the group, freeing them of internal conflict and differences. In 1990, Queen ended their contract with Capitol and signed with Disney's Hollywood Records, which has since remained the group's music catalogue owner in the United States and Canada. That same year, Mercury made his final public appearance when he joined the rest of Queen to collect the Brit Award for Outstanding Contribution to British Music.",Pop culture
5818,Queen_(band),"Innuendo was released in early 1991 with an eponymous number 1 UK hit and other charting singles including, ""The Show Must Go On"". Mercury was increasingly ill and could barely walk when the band recorded ""The Show Must Go On"" in 1990. Because of this, May had concerns about whether he was physically capable of singing it. Recalling Mercury's successful performance May states; ""he went in and killed it, completely lacerated that vocal"". The rest of the band were ready to record when Mercury felt able to come in to the studio, for an hour or two at a time. May says of Mercury: “He just kept saying. 'Write me more. Write me stuff. I want to just sing this and do it and when I am gone you can finish it off.’ He had no fear, really.” The band's second greatest hits compilation, Greatest Hits II, followed in October 1991, which is the eighth best-selling album of all time in the UK and has sold 16 million copies worldwide.",Pop culture
5823,Queen_(band),"On 23 November 1991, in a prepared statement made on his deathbed, Mercury confirmed that he had AIDS. Within 24 hours of the statement, he died of bronchial pneumonia, which was brought on as a complication of AIDS. His funeral service on 27 November in Kensal Green, West London was private, and held in accordance with the Zoroastrian religious faith of his family. ""Bohemian Rhapsody"" was re-released as a single shortly after Mercury's death, with ""These Are the Days of Our Lives"" as the double A-side. The music video for ""These Are the Days of Our Lives"" contains Mercury's final scenes in front of the camera. The single went to number one in the UK, remaining there for five weeks – the only recording to top the Christmas chart twice and the only one to be number one in four different years (1975, 1976, 1991, and 1992). Initial proceeds from the single – approximately £1,000,000 – were donated to the Terrence Higgins Trust.",Pop culture
5828,Queen_(band),"Queen's popularity was stimulated in North America when ""Bohemian Rhapsody"" was featured in the 1992 comedy film Wayne's World. Its inclusion helped the song reach number two on the Billboard Hot 100 for five weeks in 1992 (it remained in the Hot 100 for over 40 weeks), and won the band an MTV Award at the 1992 MTV Video Music Awards. The compilation album Classic Queen also reached number four on the Billboard 200, and is certified three times platinum in the US. Wayne's World footage was used to make a new music video for ""Bohemian Rhapsody"", with which the band and management were delighted.",Pop culture
5833,Queen_(band),"On 20 April 1992, The Freddie Mercury Tribute Concert was held at London's Wembley Stadium to a 72,000-strong crowd. Performers, including Def Leppard, Robert Plant, Guns N' Roses, Elton John, David Bowie, George Michael, Annie Lennox, Seal, Extreme, and Metallica performed various Queen songs along with the three remaining Queen members (and Spike Edney.) The concert is listed in the Guinness Book of Records as ""The largest rock star benefit concert"", as it was televised to over 1.2 billion viewers worldwide, and raised over £20,000,000 for AIDS charities.",Pop culture
5838,Queen_(band),"Queen's last album featuring Mercury, titled Made in Heaven, was finally released in 1995, four years after his death. Featuring tracks such as ""Too Much Love Will Kill You"" and ""Heaven for Everyone"", it was constructed from Mercury's final recordings in 1991, material left over from their previous studio albums and re-worked material from May, Taylor, and Mercury's solo albums. The album also featured the song ""Mother Love"", the last vocal recording Mercury made prior to his death, which he completed using a drum machine, over which May, Taylor and Deacon later added the instrumental track. After completing the penultimate verse, Mercury had told the band he ""wasn't feeling that great"" and stated, ""I will finish it when I come back, next time""; however, he never made it back into the studio, so May later recorded the final verse of the song. Both stages of recording, before and after Mercury's death, were completed at the band's studio in Montreux, Switzerland. The album reached No. 1 on the UK charts immediately following its release, and has sold 20 million copies worldwide. On 25 November 1996, a statue of Mercury was unveiled in Montreux overlooking Lake Geneva, almost five years to the day since his death.",Pop culture
5842,Queen_(band),"In 1997, Queen returned to the studio to record ""No-One but You (Only the Good Die Young)"", a song dedicated to Mercury and all those that die too soon. It was released as a bonus track on the Queen Rocks compilation album later that year. In January 1997, Queen performed ""The Show Must Go On"" live with Elton John and the Béjart Ballet in Paris on a night Mercury was remembered, and it marked the last performance and public appearance of John Deacon, who chose to retire. The Paris concert was only the second time Queen had played live since Mercury's death, prompting Elton John to urge them to perform again.",Pop culture
5847,Queen_(band),"Brian May and Roger Taylor performed together at several award ceremonies and charity concerts, sharing vocals with various guest singers. During this time, they were billed as Queen + followed by the guest singer's name. In 1998, the duo appeared at Luciano Pavarotti's benefit concert with May performing ""Too Much Love Will Kill You"" with Pavarotti, later playing ""Radio Ga Ga"", ""We Will Rock You"", and ""We Are the Champions"" with Zucchero. They again attended and performed at Pavarotti's benefit concert in Modena, Italy in May 2003. Several of the guest singers recorded new versions of Queen's hits under the Queen + name, such as Robbie Williams providing vocals for ""We Are the Champions"" for the soundtrack of A Knight's Tale (2001).",Pop culture
5851,Queen_(band),"In 1999, a Greatest Hits III album was released. This featured, among others, ""Queen + Wyclef Jean"" on a rap version of ""Another One Bites the Dust"". A live version of ""Somebody to Love"" by George Michael and a live version of ""The Show Must Go On"" with Elton John were also featured in the album. By this point, Queen's vast amount of record sales made them the second best selling artist in the UK of all time, behind the Beatles. In 2002, Queen were awarded the 2,207th star on the Hollywood Walk of Fame, which is located at 6358 Hollywood Blvd. On 29 November 2003, May and Taylor performed at the 46664 Concert hosted by Nelson Mandela at Green Point Stadium, Cape Town, to raise awareness of the spread of HIV/AIDS in South Africa. May and Taylor spent time at Mandela's home, discussing how Africa's problems might be approached, and two years later the band was made ambassadors for the 46664 cause.",Pop culture
5856,Queen_(band),"At the end of 2004, May and Taylor announced that they would reunite and return to touring in 2005 with Paul Rodgers (founder and former lead singer of Free and Bad Company). Brian May's website also stated that Rodgers would be ""featured with"" Queen as ""Queen + Paul Rodgers"", not replacing Mercury. The retired John Deacon would not be participating. In November 2004, Queen were among the inaugural inductees into the UK Music Hall of Fame, and the award ceremony was the first event at which Rodgers joined May and Taylor as vocalist.",Pop culture
5860,Queen_(band),"Between 2005 and 2006, Queen + Paul Rodgers embarked on a world tour, which was the first time Queen toured since their last tour with Freddie Mercury in 1986. The band's drummer Roger Taylor commented; ""We never thought we would tour again, Paul [Rodgers] came along by chance and we seemed to have a chemistry. Paul is just such a great singer. He's not trying to be Freddie."" The first leg was in Europe, the second in Japan, and the third in the US in 2006. Queen received the inaugural VH1 Rock Honors at the Mandalay Bay Events Center in Las Vegas, Nevada, on 25 May 2006. The Foo Fighters paid homage to the band in performing ""Tie Your Mother Down"" to open the ceremony before being joined on stage by May, Taylor, and Paul Rodgers, who played a selection of Queen hits.",Pop culture
5864,Queen_(band),"On 15 August 2006, Brian May confirmed through his website and fan club that Queen + Paul Rodgers would begin producing their first studio album beginning in October, to be recorded at a ""secret location"". Queen + Paul Rodgers performed at the Nelson Mandela 90th Birthday Tribute held in Hyde Park, London on 27 June 2008, to commemorate Mandela's ninetieth birthday, and again promote awareness of the HIV/AIDS pandemic. The first Queen + Paul Rodgers album, titled The Cosmos Rocks, was released in Europe on 12 September 2008 and in the United States on 28 October 2008. Following the release of the album, the band again went on a tour through Europe, opening on Kharkiv's Freedom Square in front of 350,000 Ukrainian fans. The Kharkiv concert was later released on DVD. The tour then moved to Russia, and the band performed two sold-out shows at the Moscow Arena. Having completed the first leg of its extensive European tour, which saw the band play 15 sold-out dates across nine countries, the UK leg of the tour sold out within 90 minutes of going on sale and included three London dates, the first of which was The O2 on 13 October. The last leg of the tour took place in South America, and included a sold-out concert at the Estadio José Amalfitani, Buenos Aires.",Pop culture
5869,Queen_(band),"On 20 May 2009, May and Taylor performed ""We Are the Champions"" live on the season finale of American Idol with winner Kris Allen and runner-up Adam Lambert providing a vocal duet. In mid-2009, after the split of Queen + Paul Rodgers, the Queen online website announced a new greatest hits compilation named Absolute Greatest. The album was released on 16 November and peaked at number 3 in the official UK Chart. The album contains 20 of Queen's biggest hits spanning their entire career and was released in four different formats: single disc, double disc (with commentary), double disc with feature book, and a vinyl record. Prior to its release, a competition was run by Queen online to guess the track listing as a promotion for the album.",Pop culture
5873,Queen_(band),"On 30 October 2009, May wrote a fanclub letter on his website stating that Queen had no intentions to tour in 2010 but that there was a possibility of a performance. He was quoted as saying, ""The greatest debate, though, is always about when we will next play together as Queen. At the moment, in spite of the many rumours that are out there, we do not have plans to tour in 2010. The good news, though, is that Roger and I have a much closer mutual understanding these days—privately and professionally ... and all ideas are carefully considered. Music is never far away from us. As I write, there is an important one-off performance on offer, in the USA, and it remains to be decided whether we will take up this particular challenge. Every day, doors seem to open, and every day, we interact, perhaps more than ever before, with the world outside. It is a time of exciting transition in Rock music and in 'The Business'. It's good that the pulse still beats"". On 15 November 2009, May and Taylor performed ""Bohemian Rhapsody"" live on the British TV show The X Factor alongside the finalists.",Pop culture
5877,Queen_(band),"On 7 May 2010, May and Taylor announced that they were quitting their record label, EMI, after almost 40 years. On 20 August 2010, Queen's manager Jim Beach put out a Newsletter stating that the band had signed a new contract with Universal Music. During an interview for Hardtalk on the BBC on 22 September, May confirmed that the band's new deal was with Island Records, a subsidiary of Universal Music Group. For the first time since the late 1980s, Queen's catalogue will have the same distributor worldwide, as their current North American label—Hollywood Records—is currently distributed by Universal (for a time in the late 1980s, Queen was on EMI-owned Capitol Records in the US).",Pop culture
5881,Queen_(band),"In May 2011, Jane's Addiction vocalist Perry Farrell noted that Queen are currently scouting their once former and current live bassist Chris Chaney to join the band. Farrell stated: ""I have to keep Chris away from Queen, who want him and they're not gonna get him unless we're not doing anything. Then they can have him."" In the same month, Paul Rodgers stated he may tour with Queen again in the near future. At the 2011 Broadcast Music, Incorporated (BMI) Awards held in London on 4 October, Queen received the BMI Icon Award in recognition for their airplay success in the US. At the 2011 MTV Europe Music Awards on 6 November, Queen received the Global Icon Award, which Katy Perry presented to Brian May. Queen closed the awards ceremony, with Adam Lambert on vocals, performing ""The Show Must Go On"", ""We Will Rock You"" and ""We Are the Champions"". The collaboration garnered a positive response from both fans and critics, resulting in speculation about future projects together.",Pop culture
5885,Queen_(band),"On 25 and 26 April, May and Taylor appeared on the eleventh series of American Idol at the Nokia Theatre, Los Angeles, performing a Queen medley with the six finalists on the first show, and the following day performed ""Somebody to Love"" with the 'Queen Extravaganza' band. Queen were scheduled to headline Sonisphere at Knebworth on 7 July 2012 with Adam Lambert before the festival was cancelled. Queen's final concert with Freddie Mercury was in Knebworth in 1986. Brian May commented, ""It's a worthy challenge for us, and I'm sure Adam would meet with Freddie's approval."" Queen expressed disappointment at the cancellation and released a statement to the effect that they were looking to find another venue. It was later announced that Queen + Adam Lambert would play two shows at the Hammersmith Apollo, London on 11 and 12 July 2012. Both shows sold out within 24 hours of tickets going on open sale. A third London date was scheduled for 14 July. On 30 June, Queen + Lambert performed in Kiev, Ukraine at a joint concert with Elton John for the Elena Pinchuk ANTIAIDS Foundation. Queen also performed with Lambert on 3 July 2012 at Moscow's Olympic Stadium, and on 7 July 2012 at the Municipal Stadium in Wroclaw, Poland.",Pop culture
5890,Queen_(band),"On 20 September 2013, Queen + Adam Lambert performed at the iHeartRadio Music Festival at the MGM Grand Hotel & Casino in Las Vegas. On 6 March 2014, the band announced on Good Morning America that Queen + Adam Lambert will tour North America in Summer 2014. The band will also tour Australia and New Zealand in August/September 2014. In an interview with Rolling Stone, May and Taylor said that although the tour with Lambert is a limited thing, they are open to him becoming an official member, and cutting new material with him.",Pop culture
5895,Queen_(band),"Queen drew artistic influence from British rock acts of the 1960s and early 1970s, such as the Beatles, the Kinks, Cream, Led Zeppelin, Pink Floyd, the Who, Black Sabbath, Slade, Deep Purple, David Bowie, Genesis and Yes, in addition to American guitarist Jimi Hendrix, with Mercury also inspired by the gospel singer Aretha Franklin. May referred to the Beatles as being ""our bible in the way they used the studio and they painted pictures and this wonderful instinctive use of harmonies."" At their outset in the early 1970s, Queen's music has been characterised as ""Led Zeppelin meets Yes"" due to its combination of ""acoustic/electric guitar extremes and fantasy-inspired multi-part song epics"".",Pop culture
5900,Queen_(band),"Queen composed music that drew inspiration from many different genres of music, often with a tongue-in-cheek attitude. The genres they have been associated with include progressive rock, symphonic rock, art rock, glam rock, hard rock, heavy metal, pop rock, and psychedelic rock. Queen also wrote songs that were inspired by diverse musical styles which are not typically associated with rock groups, such as opera, music hall, folk music, gospel, ragtime, and dance/disco. Several Queen songs were written with audience participation in mind, such as ""We Will Rock You"" and ""We Are the Champions"". Similarly, ""Radio Ga Ga"" became a live favourite because it would have ""crowds clapping like they were at a Nuremberg rally"".",Pop culture
5904,Queen_(band),"In 1963, the teenage Brian May and his father custom-built his signature guitar Red Special, which was purposely designed to feedback. Sonic experimentation figured heavily in Queen's songs. A distinctive characteristic of Queen's music are the vocal harmonies which are usually composed of the voices of May, Mercury, and Taylor best heard on the studio albums A Night at the Opera and A Day at the Races. Some of the ground work for the development of this sound can be attributed to their former producer Roy Thomas Baker, and their engineer Mike Stone. Besides vocal harmonies, Queen were also known for multi-tracking voices to imitate the sound of a large choir through overdubs. For instance, according to Brian May, there are over 180 vocal overdubs in ""Bohemian Rhapsody"". The band's vocal structures have been compared with the Beach Boys, but May stated they were not ""much of an influence"".",Pop culture
5909,Queen_(band),"Queen have been recognised as having made significant contributions to such genres as hard rock, and heavy metal, among others. Hence, the band have been cited as an influence by many other musicians. Moreover, like their music, the bands and artists that have claimed to be influenced by Queen and have expressed admiration for them are diverse, spanning different generations, countries, and genres, including heavy metal: Judas Priest, Iron Maiden, Metallica, Dream Theater, Trivium, Megadeth, Anthrax, Slipknot and Rage Against the Machine; hard rock: Guns N' Roses, Def Leppard, Van Halen, Mötley Crüe, Steve Vai, the Cult, the Darkness, Manic Street Preachers, Kid Rockand Foo Fighters; alternative rock: Nirvana, Radiohead, Trent Reznor, Muse, Franz Ferdinand, Red Hot Chili Peppers, Jane's Addiction, Faith No More, Melvins, the Flaming Lips, Yeah Yeah Yeahs and The Smashing Pumpkins; pop rock: Meat Loaf, The Killers, My Chemical Romance, Fall Out Boy and Panic! At the Disco; and pop: Michael Jackson, George Michael, Robbie Williams, Adele, Lady Gaga and Katy Perry.",Pop culture
5913,Queen_(band),"In 2002, Queen's ""Bohemian Rhapsody"" was voted ""the UK's favourite hit of all time"" in a poll conducted by the Guinness World Records British Hit Singles Book. In 2004 the song was inducted into the Grammy Hall of Fame. Many scholars consider the ""Bohemian Rhapsody"" music video ground-breaking, and credit it with popularising the medium. Rock historian Paul Fowles states the song is ""widely credited as the first global hit single for which an accompanying video was central to the marketing strategy"". It has been hailed as launching the MTV age. Acclaimed for their stadium rock, in 2005 an industry poll ranked Queen's performance at Live Aid in 1985 as the best live act in history. In 2007, they were also voted the greatest British band in history by BBC Radio 2 listeners.",Pop culture
5917,Queen_(band),"The band have released a total of eighteen number one albums, eighteen number one singles, and ten number one DVDs worldwide, making them one of the world's best-selling music artists. Queen have sold over 150 million records, with some estimates in excess of 300 million records worldwide, including 34.5 million albums in the US as of 2004. Inducted into the Rock and Roll Hall of Fame in 2001, the band is the only group in which every member has composed more than one chart-topping single, and all four members were inducted into the Songwriters Hall of Fame in 2003. In 2009, ""We Will Rock You"" and ""We Are the Champions"" were inducted into the Grammy Hall of Fame, and the latter was voted the world's favourite song in a global music poll.",Pop culture
5922,Queen_(band),"Queen are one of the most bootlegged bands ever, according to Nick Weymouth, who manages the band's official website. A 2001 survey discovered the existence of 12,225 websites dedicated to Queen bootlegs, the highest number for any band. Bootleg recordings have contributed to the band's popularity in certain countries where Western music is censored, such as Iran. In a project called Queen: The Top 100 Bootlegs, many of these have been made officially available to download for a nominal fee from Queen's website, with profits going to the Mercury Phoenix Trust. Rolling Stone ranked Queen at number 52 on its list of the ""100 Greatest Artists of All Time"", while ranking Mercury the 18th greatest singer, and May the twenty-sixth greatest guitarist. Queen were named 13th on VH1's 100 Greatest Artists of Hard Rock list, and in 2010 were ranked 17th on VH1's 100 Greatest Artists of All Time list. In 2012, Gigwise readers named Queen the best band of past 60 years.",Pop culture
